0,.,.,.,0,0,39,81,0.002,.,9,1180,61,0,,0,0,2,.,0,0,100,2016201011624009216,72885000,0,3088549,0,15/04/2016,01/07/2016,.,0,9300209,.,830,143209441,25/01/2016 11:04:23 p.m.,,72.75,.,1,0,0,1,.,.,0,0,.,0,0,0,0,.,61-RESIDENCIALES URBANOS Y RURALES,
28000,.,89000,.,110000,110000,35,90,0.006,.,9,1180,34,389000,,279000,279000,3,.,279000,279000,0,2016201011602100480,79651000,279000,.,251000,15/04/2016,01/07/2016,.,0,1381629,.,0,140907898,25/01/2016 04:39:00 p.m.,,52.1,.,1,0,0,1,.,.,307000,279000,.,28000,28000,279000,279000,.,61-RESIDENCIALES URBANOS Y RURALES,
3000,0,.,31/12/2016,12000,12000,,0.002,88000,9,1180,34,44000,,32000,32000,1,88000,32000,32000,.,2016201021609713664,21888000,32000,1584945,29000,15/04/2016,01/07/2016,0,0,7013271,88000,0,141720194,25/01/2016 08:18:38 p.m.,,.,44000,1,0,0,2,44000,92000,35000,32000,4000,3000,3000,32000,32000,.,0,
97000,.,119000,.,0,0,2,00,0.0095,.,9,1180,36,965000,SOPORTE PREDIAL,965000,965000,0,.,965000,965000,0,2016201011617043456,114055000,965000,2733445,868000,15/04/2016,01/07/2016,.,0,2267044,.,0,142463293,25/01/2016 08:10:32 p.m.,09/04/2015,7,.,1,0,0,1,.,.,1062000,965000,.,97000,97000,965000,965000,.,62-COMERCIALES URBANOS Y RURALES,
15000,.,89000,.,119000,119000,128,00,0.006,.,9,1180,6,264000,DIRECCION OFICIAL,145000,145000,2,.,145000,145000,0,2016201011615610880,100318000,145000,7000902,130000,15/04/2016,01/07/2016,.,0,8641425,.,0,142317749,25/01/2016 03:07:23 p.m.,,260.51,.,1,0,0,1,.,.,160000,145000,.,15000,15000,145000,145000,.,61-RESIDENCIALES URBANOS Y RURALES,
20000,.,0,.,0,0,7,77,0.008,.,3,1180,13,197000,SOPORTE PREDIAL,197000,197000,0,.,197000,197000,0,2016201011622298112,24563000,197000,1984860,177000,15/04/2016,01/07/2016,.,0,8885450,.,0,143023882,26/01/2016 03:07:15 a.m.,19/06/2015,9.7,.,1,0,0,1,.,.,217000,197000,.,20000,20000,197000,197000,.,62-COMERCIALES URBANOS Y RURALES,
7000,0,.,31/12/2016,27000,27000,,0.002,194000,9,1180,28,97000,,70000,70000,2,194000,70000,70000,.,2016201021615832576,48562000,70000,2679100,63000,15/04/2016,01/07/2016,0,0,2177840,194000,0,142340189,26/01/2016 12:07:10 a.m.,,.,97000,1,0,0,2,97000,204000,77000,70000,10000,7000,7000,70000,70000,.,0,
58000,.,89000,.,116000,116000,90,00,0.006,.,3,1180,22,692000,SOPORTE PREDIAL,576000,576000,2,.,576000,576000,0,2016201011607905280,130185000,576000,1269006,518000,15/04/2016,01/07/2016,.,0,9135085,.,0,141523104,26/01/2016 02:27:26 a.m.,26/03/2015,192.21,.,1,0,0,1,.,.,634000,576000,.,58000,58000,576000,576000,.,61-RESIDENCIALES URBANOS Y RURALES,
6000,.,0,.,48000,48000,1,50,0.008,.,9,1180,114,108000,SOPORTE PREDIAL,60000,60000,4,.,60000,60000,0,2016201011608683008,13510000,60000,2828398,54000,15/04/2016,01/07/2016,.,0,2391638,.,0,141608983,26/01/2016 01:15:06 a.m.,31/03/2015,10.2,.,1,0,0,1,.,.,66000,60000,.,6000,6000,60000,60000,.,65-DEPOSITOS Y PARQUEADEROS,
1516000,.,0,.,0,0,2807,00,0.005,.,2,1180,101,15158000,SOPORTE PREDIAL,15158000,15158000,0,.,15158000,15158000,0,2016201011607416064,3031560000,15158000,508876,13642000,15/04/2016,01/07/2016,.,0,9569266,.,800,141474170,25/01/2016 07:22:06 p.m.,19/06/2015,0,.,1,0,0,1,.,.,16674000,15158000,.,1516000,1516000,15158000,15158000,.,66-DOTACIONALES,
255000,.,0,.,0,0,123,70,0.0065,.,9,1180,19,2545000,DIRECCION OFICIAL,2545000,2545000,0,.,2545000,2545000,0,2016201011619238144,391504000,2545000,195891,2290000,15/04/2016,01/07/2016,.,0,1245337,.,0,142699265,26/01/2016 03:28:22 a.m.,,443.7,.,1,0,0,1,.,.,2800000,2545000,.,255000,255000,2545000,2545000,.,66-DOTACIONALES,
